Wall time,Step,Value
1601970946.3268871,562,0.15043458342552185
1601971270.4918098,1124,0.23266811668872833
1601971593.9016013,1686,0.2650872766971588
1601971917.145126,2248,0.30923914909362793
1601972240.396373,2810,0.3304314613342285
1601972563.6934667,3372,0.3507401943206787
1601972886.1082633,3934,0.36335593461990356
1601973209.291183,4496,0.36496368050575256
1601973532.5316985,5058,0.3752095699310303
1601973855.7402115,5620,0.3696412742137909
1601974178.3871675,6182,0.40028640627861023
1601974503.0699139,6744,0.3949754536151886
1601974825.4920745,7306,0.41087234020233154
1601975149.19374,7868,0.4212915003299713
1601975471.6337588,8430,0.4398166835308075
1601975794.9618564,8992,0.4616875648498535
1601976117.2630186,9554,0.4504013657569885
1601976439.6888995,10116,0.4610980749130249
1601976762.910635,10678,0.47773614525794983
1601977085.3796132,11240,0.49280083179473877
1601977407.896257,11802,0.5003451108932495
1601977730.5409443,12364,0.5048931241035461
1601978053.1851916,12926,0.5280963182449341
1601978376.8441188,13488,0.5361901521682739
1601978699.6411126,14050,0.5432274341583252
1601979022.1493185,14612,0.5370779037475586
1601979345.839626,15174,0.5589398741722107
1601979669.268925,15736,0.5632645487785339
1601979992.6304884,16298,0.5702044367790222
1601980315.3678799,16860,0.5765271186828613
1601980637.810373,17422,0.5723371505737305
1601980960.3219473,17984,0.5811324715614319
1601981282.7150486,18546,0.5832133293151855
1601981605.3001173,19108,0.5847152471542358
1601981927.7193067,19670,0.5969182848930359
1601982250.474959,20232,0.5989406108856201
1601982573.0654104,20794,0.5982363224029541
1601982895.7105207,21356,0.6050540208816528
1601983219.8123844,21918,0.6094633340835571
1601983543.474993,22480,0.6180052757263184
1601983866.1898677,23042,0.6208130717277527
1601984511.218048,24166,0.6261774897575378
1601984833.7053747,24728,0.6268006563186646
1601985156.2072952,25290,0.6306893825531006
1601985479.1199105,25852,0.62856125831604
1601985801.959503,26414,0.6240884065628052
1601986124.8155925,26976,0.6329049468040466
1601986447.4299667,27538,0.6350409388542175
1601986770.431427,28100,0.6369684338569641
1601987093.028813,28662,0.6386346220970154
1601987415.9424412,29224,0.6386585235595703
1601987738.87532,29786,0.639823317527771
1601988061.58624,30348,0.6409795880317688
1601988384.4290562,30910,0.6408722996711731
1601988706.9613063,31472,0.6409255266189575
1601989030.408299,32034,0.6404421329498291
1601989353.0108743,32596,0.6400713920593262
1601989675.6494095,33158,0.6405636072158813
1601989998.5833554,33720,0.641174852848053
1601990321.314919,34282,0.641072690486908
1601990644.0117302,34844,0.6412825584411621
1601990966.607346,35406,0.6413108706474304
1601991290.1762202,35968,0.6413249373435974
1601991612.8060453,36530,0.6413249373435974
1601991936.6119397,37092,0.6413246393203735
1601992259.5877616,37654,0.6413283944129944
1601992582.277564,38216,0.641279935836792
1601992904.9145045,38778,0.6413435339927673
1601993227.4816148,39340,0.6415737271308899
1601993550.454857,39902,0.64127516746521
1601993873.5654032,40464,0.6424099802970886
1601994196.290131,41026,0.6440189480781555
1601994519.185175,41588,0.6435980796813965
1601994841.7741559,42150,0.6446487307548523
1601995165.0634441,42712,0.6449772715568542
1601995488.4352977,43274,0.6467722058296204
1601995810.979978,43836,0.6469789147377014
1601996133.7803495,44398,0.6450809240341187
1601996456.6522527,44960,0.6468522548675537
1601996779.568315,45522,0.6506263613700867
1601997102.2760088,46084,0.6470023393630981
1601997425.8132734,46646,0.6470531821250916
1601997749.1192083,47208,0.6442545056343079
1601998072.0536926,47770,0.6516958475112915
1601998394.920824,48332,0.6541644930839539
1601998717.8615253,48894,0.6598858833312988
1601999040.4301462,49456,0.6679954528808594
1601999363.0040846,50018,0.6730621457099915
1601999685.799709,50580,0.6750617623329163
1602000009.6135745,51142,0.6800433397293091
1602000332.3543236,51704,0.6820839047431946
1602000655.1175358,52266,0.689750075340271
1602000977.9038901,52828,0.6732158660888672
1602001300.5385277,53390,0.6900823712348938
1602001624.3650396,53952,0.7041528820991516
1602001947.4751925,54514,0.7094404101371765
1602002270.3932164,55076,0.6985538005828857
1602002594.7137678,55638,0.6950101256370544
1602002917.5230906,56200,0.6979014277458191
1602003240.076719,56762,0.7149326205253601
1602003562.725531,57324,0.7256819009780884
1602003886.086064,57886,0.7316943407058716
1602004209.0380225,58448,0.73504638671875
1602004531.7398818,59010,0.7432178258895874
1602004854.5261877,59572,0.7331838011741638
1602005177.5412617,60134,0.7453596591949463
1602005500.3137512,60696,0.7396042943000793
1602005823.0032814,61258,0.7390918731689453
1602006147.7595422,61820,0.7501817941665649
1602006472.1607692,62382,0.7436676025390625
1602006794.9483032,62944,0.7497897148132324
1602007117.772247,63506,0.7546473741531372
1602007440.5700796,64068,0.7777853012084961
1602007763.511814,64630,0.7725072503089905
1602008087.238497,65192,0.7610836625099182
1602008410.6910696,65754,0.7799160480499268
1602008733.4134865,66316,0.77201247215271
1602009056.267377,66878,0.7730594277381897
1602009379.5100768,67440,0.7818913459777832
1602009702.2976537,68002,0.7957574129104614
1602010025.2628376,68564,0.8106902837753296
1602010348.0727475,69126,0.801565408706665
1602010671.089857,69688,0.8055052161216736
1602010993.8055067,70250,0.7924206852912903
1602011316.475717,70812,0.7996614575386047
1602011639.6682007,71374,0.8231452703475952
1602011962.3482482,71936,0.8296899795532227
1602012287.0861135,72498,0.8058743476867676
1602012610.782248,73060,0.8295308947563171
1602012933.6203885,73622,0.8446938395500183
1602013256.7282846,74184,0.8289983868598938
1602013579.87333,74746,0.8365358710289001
1602013902.6029088,75308,0.8430434465408325
1602014225.3745673,75870,0.8044455647468567
1602014548.1199043,76432,0.8228368163108826
1602014870.9797554,76994,0.8507032990455627
1602015193.8194416,77556,0.8453851342201233
1602015516.5571165,78118,0.8423610925674438
1602015839.444504,78680,0.8291457891464233
1602016162.1177359,79242,0.8236990571022034
1602016487.4391224,79804,0.8231327533721924
1602016811.3702292,80366,0.8451136946678162
1602017134.3453653,80928,0.8474103808403015
1602017457.5055025,81490,0.8446904420852661
1602017780.7100368,82052,0.85542893409729
1602018103.4836237,82614,0.8725928664207458
1602018426.3193188,83176,0.8837451934814453
1602018749.1313474,83738,0.8818514943122864
1602019071.929954,84300,0.8668324947357178
1602019394.717965,84862,0.8673259615898132
1602019717.5485313,85424,0.8709532618522644
1602020040.400867,85986,0.8836876153945923
1602020363.3101294,86548,0.8944280743598938
1602020688.7118847,87110,0.9098897576332092
1602021012.767134,87672,0.9201194047927856
1602021335.6845675,88234,0.9254568219184875
1602021658.569798,88796,0.9275519251823425
1602021981.6197011,89358,0.9209321141242981
1602022304.3935103,89920,0.9272348284721375
1602022627.407549,90482,0.9530350565910339
1602022950.9404273,91044,0.9477227926254272
1602023274.069607,91606,0.9490195512771606
1602023596.9999154,92168,0.9570184946060181
1602023919.7493799,92730,0.9511125683784485
1602024242.630126,93292,0.9565380811691284
1602024565.63452,93854,0.9650636911392212
1602024890.7179549,94416,0.9676159620285034
1602025213.8951154,94978,0.9641821384429932
1602025537.0388792,95540,0.9702454805374146
1602025859.8880734,96102,0.9737504124641418
1602026182.940061,96664,0.9701690077781677
1602026505.9487438,97226,0.9785482883453369
1602026828.6967497,97788,0.9816078543663025
1602027152.616799,98350,0.9832617044448853
1602027475.6671915,98912,0.9891682267189026
1602027798.5504613,99474,0.9890802502632141
1602028121.3298292,100036,0.9897821545600891
1602028444.3226655,100598,0.993141233921051
1602028769.0632966,101160,0.9934026598930359
1602029092.918565,101722,0.991291880607605
1602029415.8683348,102284,0.9934709668159485
1602029738.6185079,102846,0.9933962225914001
1602030061.5821285,103408,0.9935877323150635
1602030384.5748346,103970,0.9938523173332214
1602030708.3768768,104532,0.9929681420326233
1602031031.1831124,105094,0.9930678009986877
1602031356.0460026,105656,0.9927535057067871
1602031679.0910463,106218,0.9932470321655273
1602032001.8618226,106780,0.9932818412780762
1602032324.7338772,107342,0.9932793974876404
1602032647.5848603,107904,0.9932798743247986
1602032970.5703518,108466,0.9932798743247986
1602033293.5206127,109028,0.993284285068512
1602033616.4755192,109590,0.9932982921600342
1602033939.2852237,110152,0.9933310747146606
1602034262.175797,110714,0.9933996796607971
1602034585.2524083,111276,0.9935374855995178
1602034908.1960459,111838,0.9924144744873047
1602035231.2385552,112400,0.992679238319397
1602035555.218115,112962,0.9927854537963867
1602035878.096836,113524,0.9918504953384399
1602036200.8237865,114086,0.991307258605957
1602036523.617724,114648,0.9898331165313721
1602036846.5351822,115210,0.99427330493927
1602037169.5205615,115772,0.9899669885635376
1602037492.4334629,116334,0.9925920367240906
1602037815.377683,116896,0.9888930320739746
1602038138.8075397,117458,0.9903239011764526
1602038461.691012,118020,0.9942963719367981
1602038784.7649093,118582,0.9962817430496216
1602039107.5878963,119144,0.9999607801437378
1602039430.5069308,119706,0.9989287257194519
1602039753.4634542,120268,1.0096725225448608
1602040076.475299,120830,1.0150352716445923
