Wall time,Step,Value
1602821126.15132,3125,-1.9807173013687134
1602821665.138748,6250,-1.862587809562683
1602822202.9726923,9375,-1.7453349828720093
1602822739.8865604,12500,-1.7969945669174194
1602823278.7331553,15625,-1.775239109992981
1602823815.8664546,18750,-1.775239109992981
1602824356.1275966,21875,-1.775239109992981
1602824897.048827,25000,-1.775239109992981
1602825437.0991905,28125,-1.775239109992981
1602825976.7587254,31250,-1.775239109992981
1602826514.4500592,34375,-1.7752329111099243
1602827052.3124132,37500,-1.7751797437667847
1602827592.4672546,40625,-1.7750258445739746
1602828132.2612975,43750,-1.7743465900421143
1602828671.7932267,46875,-1.7729939222335815
1602829209.9323902,50000,-1.7613215446472168
1602829750.5806189,53125,-1.751723051071167
1602830288.6930914,56250,-1.7045224905014038
1602830827.4751084,59375,-1.6356674432754517
1602831368.3237863,62500,-1.5239404439926147
1602831908.2746248,65625,-1.4362021684646606
1602832448.386453,68750,-1.3340445756912231
1602832989.105068,71875,-1.2462282180786133
1602833526.6530132,75000,-1.1842164993286133
1602834065.0347748,78125,-1.1284834146499634
1602834603.3907254,81250,-1.057165265083313
1602835144.2317863,84375,-1.0253303050994873
1602835684.3709028,87500,-0.9613427519798279
1602836224.89067,90625,-0.9440373182296753
1602836766.8687825,93750,-0.93641197681427
1602837305.5041625,96875,-0.9000721573829651
1602837843.2129037,100000,-0.8591719269752502
1602838381.7320094,103125,-0.8608774542808533
1602838922.667737,106250,-0.8244333267211914
1602839463.7344162,109375,-0.8152406215667725
1602840002.3837986,112500,-0.7839093208312988
1602840540.949014,115625,-0.7806414365768433
1602841079.5155382,118750,-0.7577891945838928
1602841618.329011,121875,-0.7480714917182922
1602842156.9953911,125000,-0.7254858613014221
1602842695.2182398,128125,-0.7256132364273071
1602843771.8107944,134375,-0.7131459712982178
1602844310.3557482,137500,-0.699847936630249
1602844849.1976964,140625,-0.6939459443092346
1602845387.8021762,143750,-0.6854780912399292
1602845926.2727852,146875,-0.666373074054718
1602846465.5446372,150000,-0.6593201160430908
1602847005.2523425,153125,-0.6520335078239441
1602847543.5681658,156250,-0.6450983285903931
1602848082.5348508,159375,-0.6354503035545349
1602848620.901645,162500,-0.6325576305389404
1602849159.5921836,165625,-0.6243168115615845
1602849698.4186993,168750,-0.6151190400123596
1602850238.7300925,171875,-0.6160873174667358
1602850776.954489,175000,-0.6103569865226746
1602851315.4928253,178125,-0.6085811853408813
1602851854.0197964,181250,-0.6086169481277466
